supply_source,domain,app_name,country,environment,device_type,line_item_type,creative_size,impressions,viewable_impressions,measurable_impressions,clicks,total_spend_usd,viewability,measurability,ctr,ecpm_usd,vcpm_usd,ecpc_usd,viewable_impressions_est,quality_score,cost_efficiency_score,iab_category,iab_category_secondary,content_type,audience_profile,geo_focus,language,brand_safety_risk,is_app,publisher_tier
adxtr,www.sikayetvar.com,,TR,Web,Mobile,DISPLAY,300x250,4609,2423,4434,6,2.0359,0.5465,0.962,0.0013,0.442,0.84,0.339,2519,0.6918,0.8236,IAB22 - Shopping,IAB3 - Business,shopping,mass_reach,national,tr,medium,false,mid-tier
kidoz,apps.apple.com,Bunny Haven,US,In-app,Mobile,VIDEO,1920x1080,1259,61,64,18,10.9834,0.9531,0.0508,0.0143,8.724,180.056,0.61,1200,0.6918,0.0038,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Jewel Blast : Temple,US,In-app,Mobile,VIDEO,1920x1080,1457,393,508,17,12.711,0.7736,0.3487,0.0117,8.724,32.343,0.748,1127,0.6914,0.0214,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
medianet,www.xataka.com,,MX,Web,Mobile,DISPLAY,300x600,2256,880,2168,16,10.369,0.4059,0.961,0.0071,4.5959,11.7882,0.7267,916,0.6913,0.0586,IAB19 - Technology & Computing,,technology,tech_enthusiasts,regional,es,low,false,premium
kidoz,play.google.com,Cats &amp; Soup - Cute Cat Game,US,In-app,Mobile,VIDEO,1920x1080,4771,72,74,329,41.6226,0.973,0.0155,0.069,8.724,578.091,0.127,4642,0.6911,0.0012,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Doctor Who: Lost in Time,US,In-app,Mobile,VIDEO,1920x1080,1792,304,352,18,15.6336,0.8636,0.1964,0.01,8.724,51.426,0.869,1548,0.6907,0.0134,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bible Word Search,US,In-app,Mobile,VIDEO,1300x1280,1263,29,30,53,11.0185,0.9667,0.0238,0.042,8.724,379.949,0.208,1221,0.6905,0.0018,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Cookie Cats Pop - Bubble Pop,US,In-app,Mobile,VIDEO,1920x1080,15656,3306,3995,247,136.5811,0.8275,0.2552,0.0158,8.724,41.313,0.553,12955,0.6903,0.0167,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
adxbr,mail.yahoo.com,,BR,Web,Desktop,DISPLAY,160x600,3381,2431,3345,1,0.3972,0.7267,0.9893,0.0003,0.1177,0.1636,0.3959,2457,0.6901,4.2192,IAB12 - News / Current Events,IAB13 - Personal Finance,news,mass_reach,global,en,low,false,premium
kidoz,apps.apple.com,Gossip Street: Merge & Cook,US,In-app,Mobile,VIDEO,1300x1280,7065,382,404,132,61.6356,0.9455,0.0572,0.0187,8.724,161.35,0.467,6680,0.6899,0.0043,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Kitchen Scramble: Cooking Game,US,In-app,Mobile,VIDEO,1300x1280,1430,146,160,48,12.4754,0.9125,0.1119,0.0336,8.724,85.448,0.26,1305,0.6898,0.0081,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Phase 10: Casual Card Game,US,In-app,Mobile,VIDEO,1920x1080,66645,4287,4575,1581,581.4163,0.937,0.0686,0.0237,8.724,135.623,0.368,62446,0.6891,0.0051,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tap Tap Fish - AbyssRium,US,In-app,Mobile,VIDEO,1300x1280,1054,41,43,22,9.1952,0.9535,0.0408,0.0209,8.724,224.273,0.418,1005,0.689,0.0031,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Gossip Street: Merge & Cook,US,In-app,Mobile,VIDEO,1920x1080,4751,219,231,97,41.4481,0.9481,0.0486,0.0204,8.724,189.261,0.427,4504,0.6886,0.0036,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Trivia Crack: Brain Quiz Games,US,In-app,Mobile,VIDEO,1920x1080,1652,159,174,12,14.4122,0.9138,0.1053,0.0073,8.724,90.643,1.201,1510,0.6885,0.0076,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Candy Valley - Match 3 Puzzle,US,In-app,Mobile,VIDEO,1920x1080,1573,144,157,48,13.723,0.9172,0.0998,0.0305,8.724,95.298,0.286,1443,0.6885,0.0072,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Milk Farm Tycoon,US,In-app,Mobile,VIDEO,1920x1080,20021,966,1021,702,174.6615,0.9461,0.051,0.0351,8.724,180.809,0.249,18942,0.6884,0.0038,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Forest Rescue: Match 3 Puzzle,US,In-app,Mobile,VIDEO,1920x1080,4655,366,383,74,40.6106,0.9273,0.0823,0.0159,8.724,241.2565,0.4012,4317,0.6883,0.0029,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Fruit Diary - Merge & Match 3,US,In-app,Mobile,VIDEO,1300x1280,2207,67,70,64,19.254,0.9571,0.0317,0.029,8.724,287.374,0.301,2112,0.6881,0.0024,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Bird Sort 2 Color Puzzle Game,US,In-app,Mobile,VIDEO,1920x1080,63647,3734,3982,1657,555.2615,0.9377,0.0626,0.026,8.724,148.704,0.335,59682,0.6876,0.0046,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
sovrn,sudoku.com,,MX,Web,Desktop,DISPLAY,160x600,1068,823,1046,0,4.97,0.7868,0.9794,0,4.6532,6.0404,0.0,840,0.6872,0.1138,IAB9 - Hobbies & Interests,,gaming,mixed,global,en,low,false,long-tail
kidoz,apps.apple.com,Galaxiga - Classic 80s Arcade,US,In-app,Mobile,VIDEO,1920x1080,42792,1339,1403,2169,373.3086,0.9544,0.0328,0.0507,8.724,278.797,0.172,40841,0.687,0.0025,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Candyville:Avatar City,US,In-app,Mobile,VIDEO,1920x1080,1159,111,122,67,10.1111,0.9098,0.1053,0.0578,8.724,91.091,0.151,1054,0.6865,0.0075,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Zoo 2: Animal Park,US,In-app,Mobile,VIDEO,1920x1080,2176,192,210,66,18.983,0.9143,0.0965,0.0303,8.724,98.87,0.288,1990,0.6861,0.0069,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Eatventure,US,In-app,Mobile,VIDEO,1920x1080,46738,2780,2978,781,407.7461,0.9335,0.0637,0.0167,8.724,146.671,0.522,43630,0.6859,0.0047,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Sudoku Master: Number Puzzle,US,In-app,Mobile,VIDEO,1300x1280,7072,454,488,125,61.6967,0.9303,0.069,0.0177,8.724,135.896,0.494,6579,0.6859,0.005,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,"Egg, Inc.",US,In-app,Mobile,VIDEO,1300x1280,6210,329,351,216,54.1765,0.9373,0.0565,0.0348,8.724,164.67,0.251,5821,0.6856,0.0042,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Ball Sort - Color Puzzle,US,In-app,Mobile,VIDEO,1300x1280,1886,558,768,49,16.4536,0.7266,0.4072,0.026,8.724,29.487,0.336,1370,0.6855,0.0232,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,My Sushi Story,US,In-app,Mobile,VIDEO,1920x1080,3119,122,129,99,27.2099,0.9457,0.0414,0.0317,8.724,223.032,0.275,2950,0.6853,0.0031,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Hole Master - Eat The World,US,In-app,Mobile,VIDEO,1920x1080,3097,254,277,51,27.0185,0.917,0.0894,0.0165,8.724,106.372,0.53,2840,0.6853,0.0064,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Word Carnival - All in One,US,In-app,Mobile,VIDEO,1920x1080,1864,395,485,75,16.2617,0.8144,0.2602,0.0402,8.724,41.169,0.217,1518,0.6853,0.0166,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Mob Control,US,In-app,Mobile,VIDEO,1920x1080,46432,2851,3063,921,405.0765,0.9308,0.066,0.0198,8.724,142.082,0.44,43219,0.6852,0.0048,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Match Busters 3D Matching Game,US,In-app,Mobile,VIDEO,1300x1280,7976,2465,3480,102,69.5833,0.7083,0.4363,0.0128,8.724,28.229,0.682,5649,0.685,0.0243,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Bird Sort 2 Color Puzzle Game,US,In-app,Mobile,VIDEO,1300x1280,69226,3917,4197,1621,603.9332,0.9333,0.0606,0.0234,8.724,154.183,0.373,64609,0.6848,0.0044,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,"Fashion Show: Makeup, Dress Up",US,In-app,Mobile,VIDEO,1920x1080,2012,375,449,67,17.5526,0.8352,0.2232,0.0333,8.724,46.807,0.262,1680,0.6846,0.0146,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bright Objects - Hidden Object,US,In-app,Mobile,VIDEO,1920x1080,1420,23,24,73,12.3882,0.9583,0.0169,0.0514,8.724,538.617,0.17,1361,0.6842,0.0013,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Train Miner: Idle Railway Game,US,In-app,Mobile,VIDEO,1920x1080,9703,563,605,103,84.6497,0.9306,0.0624,0.0106,8.724,150.355,0.822,9030,0.684,0.0045,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Phase 10: Casual Card Game,US,In-app,Mobile,VIDEO,1300x1280,110764,6816,7345,2449,966.314,0.928,0.0663,0.0221,8.724,141.771,0.395,102789,0.6839,0.0048,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Cooking World® Restaurant Game,US,In-app,Mobile,VIDEO,1300x1280,6715,26,27,491,58.5822,0.963,0.004,0.0731,8.724,2253.161,0.119,6467,0.6827,0.0003,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Sudoku Master: Number Puzzle,US,In-app,Mobile,VIDEO,1920x1080,5328,369,401,109,46.4819,0.9202,0.0753,0.0205,8.724,125.967,0.426,4903,0.6827,0.0054,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Cooking World: Cooking Games,US,In-app,Mobile,VIDEO,1300x1280,4181,169,180,304,36.4754,0.9389,0.0431,0.0727,8.724,215.831,0.12,3926,0.6824,0.0032,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
index,www.xataka.com,,MX,Web,Mobile,DISPLAY,300x600,1068,400,1018,6,4.8918,0.3929,0.9532,0.0056,4.58,12.229,0.815,420,0.6824,0.0558,IAB19 - Technology & Computing,,technology,tech_enthusiasts,regional,es,low,false,premium
kidoz,apps.apple.com,Lollipop 3: Match 3 Puzzles,US,In-app,Mobile,VIDEO,1920x1080,2986,206,224,155,26.0496,0.9196,0.075,0.0519,8.724,126.454,0.168,2746,0.6823,0.0054,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Ruzzle,US,In-app,Mobile,VIDEO,1300x1280,2640,533,653,109,23.0316,0.8162,0.2473,0.0413,8.724,43.211,0.211,2155,0.6823,0.0158,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Longleaf Valley: Merge Game,US,In-app,Mobile,VIDEO,1300x1280,1959,66,70,49,17.0905,0.9429,0.0357,0.025,8.724,258.947,0.349,1847,0.6822,0.0026,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Tanghulu Master - Mukbang ASMR,US,In-app,Mobile,VIDEO,1920x1080,1776,216,245,121,15.4935,0.8816,0.138,0.0681,8.724,71.729,0.128,1566,0.6822,0.0095,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Mnet Plus,US,In-app,Mobile,VIDEO,1920x1080,2202,163,178,24,19.2104,0.9157,0.0808,0.0109,8.724,117.855,0.8,2016,0.6821,0.0058,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
adxus,www.dailymail.co.uk,,US,Web,Desktop,DISPLAY,300x600,4621,3319,4515,1,3.8353,0.7346,0.9771,0.0002,0.8299,1.1756,0.4079,3395,0.6818,0.58,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,national,en,medium,false,premium
kidoz,apps.apple.com,Merge Adventure: Merging Game,US,In-app,Mobile,VIDEO,1300x1280,3356,205,222,91,29.278,0.9234,0.0662,0.0271,8.724,142.82,0.322,3099,0.6816,0.0048,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Pengu – Raise Virtual AI Pets,US,In-app,Mobile,VIDEO,1300x1280,1201,56,60,7,10.4776,0.9333,0.05,0.0058,8.724,187.1,1.497,1121,0.6816,0.0036,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Fruit Diary - Merge & Match 3,US,In-app,Mobile,VIDEO,1920x1080,2377,63,67,37,20.7371,0.9461,0.0282,0.0156,8.724,418.8519,0.4305,2249,0.6815,0.0016,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Word Search Explorer,US,In-app,Mobile,VIDEO,1300x1280,4960,1372,1859,86,43.2714,0.738,0.3748,0.0173,8.724,31.539,0.503,3660,0.6814,0.0216,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Space Bound: Planet games,US,In-app,Mobile,VIDEO,1300x1280,2239,680,966,13,19.5332,0.7039,0.4314,0.0058,8.724,28.725,1.503,1576,0.6814,0.0237,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Simon's Cat - Pop Time,US,In-app,Mobile,VIDEO,1300x1280,19117,1193,1294,394,166.7782,0.9219,0.0677,0.0206,8.724,139.797,0.423,17624,0.6813,0.0049,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
adxus,www.huffpost.com,,US,Web,Desktop,DISPLAY,970x250,1079,818,1053,0,0.7281,0.7767,0.9759,0,0.6751,0.891,0.0,838,0.6811,0.7644,IAB12 - News / Current Events,"IAB11 - Law, Government & Politics",news,mass_reach,global,en,low,false,premium
kidoz,apps.apple.com,Candy Crush Saga,US,In-app,Mobile,VIDEO,1300x1280,272911,12959,13934,6016,2380.8974,0.93,0.0511,0.022,8.724,183.725,0.396,253807,0.6803,0.0037,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Merge Fellas,US,In-app,Mobile,VIDEO,1920x1080,1528,20,21,372,13.3304,0.9524,0.0137,0.2435,8.724,666.52,0.036,1455,0.6803,0.001,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Word Search Explorer,US,In-app,Mobile,VIDEO,1920x1080,4048,1066,1422,56,35.3151,0.7496,0.3513,0.0138,8.724,33.129,0.631,3034,0.6802,0.0205,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,animal restaurant,US,In-app,Mobile,VIDEO,1300x1280,17387,946,1023,319,151.6856,0.9247,0.0588,0.0183,8.724,160.344,0.476,16078,0.68,0.0042,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bee Brilliant,US,In-app,Mobile,VIDEO,1920x1080,1083,32,34,162,9.4482,0.9412,0.0314,0.1496,8.724,295.256,0.058,1019,0.68,0.0023,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,animal restaurant,US,In-app,Mobile,VIDEO,1920x1080,18621,930,1003,281,162.4511,0.9272,0.0539,0.0151,8.724,174.679,0.578,17265,0.6798,0.0039,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Hexa Away,US,In-app,Mobile,VIDEO,1920x1080,2930,133,143,91,25.5616,0.9301,0.0488,0.0311,8.724,192.192,0.281,2725,0.6797,0.0035,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Jewel Blast : Temple,US,In-app,Mobile,VIDEO,1300x1280,1969,527,709,26,17.1777,0.7433,0.3601,0.0132,8.724,32.595,0.661,1464,0.6797,0.0209,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Train Miner: Idle Railway Game,US,In-app,Mobile,VIDEO,1300x1280,13874,766,830,180,121.0379,0.9229,0.0598,0.013,8.724,158.013,0.672,12804,0.6794,0.0043,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,LINE: Disney Tsum Tsum,US,In-app,Mobile,VIDEO,1920x1080,23532,497,526,2724,205.291,0.9449,0.0224,0.1158,8.724,413.06,0.075,22235,0.6792,0.0016,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Eatventure,US,In-app,Mobile,VIDEO,1300x1280,47680,2723,2959,861,415.9641,0.9202,0.0621,0.0181,8.724,152.76,0.483,43875,0.6787,0.0044,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Screw Puzzle,US,In-app,Mobile,VIDEO,1920x1080,5935,828,1001,257,51.7774,0.8558,0.1687,0.0433,8.724,162.3916,0.8497,5079,0.6785,0.0042,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Cooking World® Restaurant Game,US,In-app,Mobile,VIDEO,1920x1080,6516,21,22,341,56.8461,0.9545,0.0034,0.0523,8.724,2706.957,0.167,6220,0.6783,0.0003,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Mnet Plus,US,In-app,Mobile,VIDEO,1300x1280,3181,150,162,21,27.7513,0.9259,0.0509,0.0066,8.724,185.009,1.321,2945,0.6782,0.0037,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Toon Blast,US,In-app,Mobile,VIDEO,1920x1080,219493,11925,12950,4284,1914.8146,0.9208,0.059,0.0195,8.724,160.571,0.447,202109,0.6781,0.0042,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Mob Control,US,In-app,Mobile,VIDEO,1300x1280,65449,3995,4362,1133,570.9823,0.9159,0.0666,0.0173,8.724,142.924,0.504,59945,0.6779,0.0047,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Gummy Drop! Match 3 Puzzles,US,In-app,Mobile,VIDEO,1920x1080,2305,19,20,232,20.109,0.95,0.0087,0.1007,8.724,1058.369,0.087,2190,0.6776,0.0006,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bubble Shooter: Panda Pop!,US,In-app,Mobile,VIDEO,1920x1080,17538,603,647,2654,153.0029,0.932,0.0369,0.1513,8.724,253.736,0.058,16345,0.6771,0.0027,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Hexa Master 3D - Color Sort,US,In-app,Mobile,VIDEO,1920x1080,1193,322,439,26,10.4078,0.7335,0.368,0.0218,8.724,32.322,0.4,875,0.6771,0.0209,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Ball Sort Master,US,In-app,Mobile,VIDEO,1920x1080,1150,17,18,27,10.0327,0.9444,0.0157,0.0235,8.724,590.158,0.372,1086,0.6769,0.0011,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Angry Birds 2,US,In-app,Mobile,VIDEO,1920x1080,1015,372,661,30,8.8549,0.5628,0.6512,0.0296,8.724,23.804,0.295,571,0.6768,0.0284,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Find It: Hidden Objects Game,US,In-app,Mobile,VIDEO,1920x1080,1343,42,45,130,11.7163,0.9333,0.0335,0.0968,8.724,278.958,0.09,1253,0.6767,0.0024,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
prebidserver,www.meteored.mx,,MX,Web,Desktop,DISPLAY,320x480,1602,592,1467,23,7.4443,0.4035,0.9157,0.0144,4.647,12.575,0.324,646,0.6765,0.0538,IAB15 - Science,,other,mass_reach,national,es,low,false,mid-tier
kidoz,apps.apple.com,Candy Crush Saga,US,In-app,Mobile,VIDEO,1920x1080,237821,11255,12210,5158,2074.7694,0.9218,0.0513,0.0217,8.724,184.342,0.402,219223,0.6763,0.0037,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
